#     it    Ltra    Lval
   501   0.0065   0.0120
   502   0.0065   0.0119
   503   0.0065   0.0119
   504   0.0065   0.0119
   505   0.0065   0.0119
   506   0.0065   0.0119
   507   0.0065   0.0119
   508   0.0065   0.0118
   509   0.0065   0.0117
   510   0.0065   0.0116
   511   0.0064   0.0113
   512   0.0064   0.0113
   513   0.0064   0.0113
   514   0.0064   0.0113
   515   0.0064   0.0112
   516   0.0064   0.0110
   517   0.0064   0.0110
   518   0.0064   0.0109
   519   0.0064   0.0109
   520   0.0064   0.0108
   521   0.0064   0.0107
   522   0.0064   0.0109
   523   0.0064   0.0109
   524   0.0064   0.0105
   525   0.0064   0.0105
   526   0.0064   0.0107
   527   0.0064   0.0110
   528   0.0064   0.0109
   529   0.0064   0.0109
   530   0.0064   0.0110
   531   0.0064   0.0111
   532   0.0064   0.0111
   533   0.0064   0.0111
   534   0.0064   0.0111
   535   0.0064   0.0111
   536   0.0064   0.0111
   537   0.0064   0.0112
   538   0.0064   0.0112
   539   0.0064   0.0113
   540   0.0064   0.0112
   541   0.0064   0.0112
   542   0.0064   0.0111
   543   0.0064   0.0110
   544   0.0063   0.0109
   545   0.0063   0.0108
   546   0.0063   0.0107
   547   0.0063   0.0107
   548   0.0063   0.0108
   549   0.0063   0.0108
   550   0.0063   0.0109
   551   0.0063   0.0110
   552   0.0063   0.0111
   553   0.0063   0.0111
   554   0.0063   0.0114
   555   0.0063   0.0115
   556   0.0063   0.0117
   557   0.0063   0.0117
   558   0.0063   0.0118
   559   0.0063   0.0118
   560   0.0063   0.0118
   561   0.0063   0.0117
   562   0.0063   0.0117
   563   0.0063   0.0118
   564   0.0063   0.0117
   565   0.0063   0.0116
   566   0.0063   0.0116
   567   0.0063   0.0116
   568   0.0063   0.0114
   569   0.0063   0.0115
   570   0.0063   0.0116
   571   0.0062   0.0117
   572   0.0062   0.0118
   573   0.0062   0.0119
   574   0.0062   0.0120
   575   0.0062   0.0118
   576   0.0062   0.0118
   577   0.0062   0.0118
   578   0.0062   0.0117
   579   0.0062   0.0117
   580   0.0062   0.0118
   581   0.0062   0.0118
   582   0.0062   0.0119
   583   0.0062   0.0120
   584   0.0062   0.0120
   585   0.0062   0.0119
   586   0.0062   0.0119
   587   0.0062   0.0117
   588   0.0062   0.0118
   589   0.0062   0.0118
   590   0.0062   0.0118
   591   0.0062   0.0118
   592   0.0062   0.0117
   593   0.0062   0.0118
   594   0.0062   0.0118
   595   0.0062   0.0119
   596   0.0062   0.0119
   597   0.0062   0.0119
   598   0.0062   0.0119
   599   0.0062   0.0119
   600   0.0062   0.0118
   601   0.0062   0.0118
   602   0.0062   0.0118
   603   0.0062   0.0118
   604   0.0062   0.0118
   605   0.0062   0.0117
   606   0.0062   0.0118
   607   0.0062   0.0120
   608   0.0062   0.0121
   609   0.0062   0.0121
   610   0.0062   0.0121
   611   0.0062   0.0121
   612   0.0062   0.0120
   613   0.0062   0.0120
   614   0.0062   0.0121
   615   0.0062   0.0121
   616   0.0062   0.0121
   617   0.0062   0.0121
   618   0.0062   0.0121
   619   0.0062   0.0121
   620   0.0062   0.0121
   621   0.0062   0.0120
   622   0.0062   0.0120
   623   0.0062   0.0119
   624   0.0062   0.0119
   625   0.0062   0.0119
   626   0.0062   0.0119
   627   0.0062   0.0118
   628   0.0062   0.0118
   629   0.0062   0.0118
   630   0.0062   0.0118
   631   0.0062   0.0119
   632   0.0062   0.0119
   633   0.0062   0.0119
   634   0.0062   0.0119
   635   0.0062   0.0119
   636   0.0062   0.0118
   637   0.0062   0.0118
   638   0.0062   0.0118
   639   0.0062   0.0118
